GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Aggregate income deficit in the past 12 months of unrelated individuals (dollars):,Margin of Error; Aggregate income deficit in the past 12 months of unrelated individuals (dollars):,Estimate; Aggregate income deficit in the past 12 months of unrelated individuals (dollars): - Male (dollars),Margin of Error; Aggregate income deficit in the past 12 months of unrelated individuals (dollars): - Male (dollars),Estimate; Aggregate income deficit in the past 12 months of unrelated individuals (dollars): - Female (dollars),Margin of Error; Aggregate income deficit in the past 12 months of unrelated individuals (dollars): - Female (dollars)
0100000US,,United States,102048378200,589575311,47667384900,324361610,54380993300,321148748
