GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59,HD01_VD60,HD02_VD60,HD01_VD61,HD02_VD61,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71,HD02_VD71,HD01_VD72,HD02_VD72,HD01_VD73,HD02_VD73,HD01_VD74,HD02_VD74,HD01_VD75,HD02_VD75,HD01_VD76,HD02_VD76,HD01_VD77,HD02_VD77,HD01_VD78,HD02_VD78,HD01_VD79,HD02_VD79,HD01_VD80,HD02_VD80,HD01_VD81,HD02_VD81,HD01_VD82,HD02_VD82,HD01_VD83,HD02_VD83,HD01_VD84,HD02_VD84,HD01_VD85,HD02_VD85,HD01_VD86,HD02_VD86,HD01_VD87,HD02_VD87,HD01_VD88,HD02_VD88,HD01_VD89,HD02_VD89,HD01_VD90,HD02_VD90,HD01_VD91,HD02_VD91,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97,HD01_VD98,HD02_VD98,HD01_VD99,HD02_VD99,HD01_VD100,HD02_VD100,HD01_VD101,HD02_VD101,HD01_VD102,HD02_VD102,HD01_VD103,HD02_VD103,HD01_VD104,HD02_VD104,HD01_VD105,HD02_VD105,HD01_VD106,HD02_VD106,HD01_VD107,HD02_VD107,HD01_VD108,HD02_VD108,HD01_VD109,HD02_VD109,HD01_VD110,HD02_VD110,HD01_VD111,HD02_VD111,HD01_VD112,HD02_VD112,HD01_VD113,HD02_VD113,HD01_VD114,HD02_VD114,HD01_VD115,HD02_VD115,HD01_VD116,HD02_VD116,HD01_VD117,HD02_VD117,HD01_VD118,HD02_VD118,HD01_VD119,HD02_VD119,HD01_VD120,HD02_VD120,HD01_VD121,HD02_VD121,HD01_VD122,HD02_VD122,HD01_VD123,HD02_VD123,HD01_VD124,HD02_VD124,HD01_VD125,HD02_VD125,HD01_VD126,HD02_VD126,HD01_VD127,HD02_VD127,HD01_VD128,HD02_VD128,HD01_VD129,HD02_VD129,HD01_VD130,HD02_VD130,HD01_VD131,HD02_VD131,HD01_VD132,HD02_VD132,HD01_VD133,HD02_VD133,HD01_VD134,HD02_VD134,HD01_VD135,HD02_VD135,HD01_VD136,HD02_VD136,HD01_VD137,HD02_VD137,HD01_VD138,HD02_VD138,HD01_VD139,HD02_VD139,HD01_VD140,HD02_VD140,HD01_VD141,HD02_VD141,HD01_VD142,HD02_VD142,HD01_VD143,HD02_VD143,HD01_VD144,HD02_VD144,HD01_VD145,HD02_VD145,HD01_VD146,HD02_VD146,HD01_VD147,HD02_VD147,HD01_VD148,HD02_VD148,HD01_VD149,HD02_VD149,HD01_VD150,HD02_VD150,HD01_VD151,HD02_VD151,HD01_VD152,HD02_VD152,HD01_VD153,HD02_VD153,HD01_VD154,HD02_VD154,HD01_VD155,HD02_VD155,HD01_VD156,HD02_VD156,HD01_VD157,HD02_VD157,HD01_VD158,HD02_VD158,HD01_VD159,HD02_VD159,HD01_VD160,HD02_VD160,HD01_VD161,HD02_VD161
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Europe:,Margin of Error; Europe:,Estimate; Europe: - Northern Europe:,Margin of Error; Europe: - Northern Europe:,Estimate; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies):,Margin of Error; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies):,"Estimate; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies): - United Kingdom, excluding England and Scotland","Margin of Error; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies): - United Kingdom, excluding England and Scotland",Estimate; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies): - England,Margin of Error; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies): - England,Estimate; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies): - Scotland,Margin of Error; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies): - Scotland,Estimate; Europe: - Northern Europe: - Ireland,Margin of Error; Europe: - Northern Europe: - Ireland,Estimate; Europe: - Northern Europe: - Denmark,Margin of Error; Europe: - Northern Europe: - Denmark,Estimate; Europe: - Northern Europe: - Norway,Margin of Error; Europe: - Northern Europe: - Norway,Estimate; Europe: - Northern Europe: - Sweden,Margin of Error; Europe: - Northern Europe: - Sweden,Estimate; Europe: - Northern Europe: - Other Northern Europe,Margin of Error; Europe: - Northern Europe: - Other Northern Europe,Estimate; Europe: - Western Europe:,Margin of Error; Europe: - Western Europe:,Estimate; Europe: - Western Europe: - Austria,Margin of Error; Europe: - Western Europe: - Austria,Estimate; Europe: - Western Europe: - Belgium,Margin of Error; Europe: - Western Europe: - Belgium,Estimate; Europe: - Western Europe: - France,Margin of Error; Europe: - Western Europe: - France,Estimate; Europe: - Western Europe: - Germany,Margin of Error; Europe: - Western Europe: - Germany,Estimate; Europe: - Western Europe: - Netherlands,Margin of Error; Europe: - Western Europe: - Netherlands,Estimate; Europe: - Western Europe: - Switzerland,Margin of Error; Europe: - Western Europe: - Switzerland,Estimate; Europe: - Western Europe: - Other Western Europe,Margin of Error; Europe: - Western Europe: - Other Western Europe,Estimate; Europe: - Southern Europe:,Margin of Error; Europe: - Southern Europe:,Estimate; Europe: - Southern Europe: - Greece,Margin of Error; Europe: - Southern Europe: - Greece,Estimate; Europe: - Southern Europe: - Italy,Margin of Error; Europe: - Southern Europe: - Italy,Estimate; Europe: - Southern Europe: - Portugal,Margin of Error; Europe: - Southern Europe: - Portugal,Estimate; Europe: - Southern Europe: - Portugal - Azores Islands,Margin of Error; Europe: - Southern Europe: - Portugal - Azores Islands,Estimate; Europe: - Southern Europe: - Spain,Margin of Error; Europe: - Southern Europe: - Spain,Estimate; Europe: - Southern Europe: - Other Southern Europe,Margin of Error; Europe: - Southern Europe: - Other Southern Europe,Estimate; Europe: - Eastern Europe:,Margin of Error; Europe: - Eastern Europe:,Estimate; Europe: - Eastern Europe: - Albania,Margin of Error; Europe: - Eastern Europe: - Albania,Estimate; Europe: - Eastern Europe: - Belarus,Margin of Error; Europe: - Eastern Europe: - Belarus,Estimate; Europe: - Eastern Europe: - Bulgaria,Margin of Error; Europe: - Eastern Europe: - Bulgaria,Estimate; Europe: - Eastern Europe: - Croatia,Margin of Error; Europe: - Eastern Europe: - Croatia,Estimate; Europe: - Eastern Europe: - Czechoslovakia (includes Czech Republic and Slovakia),Margin of Error; Europe: - Eastern Europe: - Czechoslovakia (includes Czech Republic and Slovakia),Estimate; Europe: - Eastern Europe: - Hungary,Margin of Error; Europe: - Eastern Europe: - Hungary,Estimate; Europe: - Eastern Europe: - Latvia,Margin of Error; Europe: - Eastern Europe: - Latvia,Estimate; Europe: - Eastern Europe: - Lithuania,Margin of Error; Europe: - Eastern Europe: - Lithuania,Estimate; Europe: - Eastern Europe: - Macedonia,Margin of Error; Europe: - Eastern Europe: - Macedonia,Estimate; Europe: - Eastern Europe: - Moldova,Margin of Error; Europe: - Eastern Europe: - Moldova,Estimate; Europe: - Eastern Europe: - Poland,Margin of Error; Europe: - Eastern Europe: - Poland,Estimate; Europe: - Eastern Europe: - Romania,Margin of Error; Europe: - Eastern Europe: - Romania,Estimate; Europe: - Eastern Europe: - Russia,Margin of Error; Europe: - Eastern Europe: - Russia,Estimate; Europe: - Eastern Europe: - Ukraine,Margin of Error; Europe: - Eastern Europe: - Ukraine,Estimate; Europe: - Eastern Europe: - Bosnia and Herzegovina,Margin of Error; Europe: - Eastern Europe: - Bosnia and Herzegovina,Estimate; Europe: - Eastern Europe: - Serbia,Margin of Error; Europe: - Eastern Europe: - Serbia,Estimate; Europe: - Eastern Europe: - Other Eastern Europe,Margin of Error; Europe: - Eastern Europe: - Other Eastern Europe,"Estimate; Europe: - Europe, n.e.c.","Margin of Error; Europe: - Europe, n.e.c.",Estimate; Asia:,Margin of Error; Asia:,Estimate; Asia: - Eastern Asia:,Margin of Error; Asia: - Eastern Asia:,Estimate; Asia: - Eastern Asia: - China:,Margin of Error; Asia: - Eastern Asia: - China:,"Estimate; Asia: - Eastern Asia: - China: - China, excluding Hong Kong and Taiwan","Margin of Error; Asia: - Eastern Asia: - China: - China, excluding Hong Kong and Taiwan",Estimate; Asia: - Eastern Asia: - China: - Hong Kong,Margin of Error; Asia: - Eastern Asia: - China: - Hong Kong,Estimate; Asia: - Eastern Asia: - China: - Taiwan,Margin of Error; Asia: - Eastern Asia: - China: - Taiwan,Estimate; Asia: - Eastern Asia: - Japan,Margin of Error; Asia: - Eastern Asia: - Japan,Estimate; Asia: - Eastern Asia: - Korea,Margin of Error; Asia: - Eastern Asia: - Korea,Estimate; Asia: - Eastern Asia: - Other Eastern Asia,Margin of Error; Asia: - Eastern Asia: - Other Eastern Asia,Estimate; Asia: - South Central Asia:,Margin of Error; Asia: - South Central Asia:,Estimate; Asia: - South Central Asia: - Afghanistan,Margin of Error; Asia: - South Central Asia: - Afghanistan,Estimate; Asia: - South Central Asia: - Bangladesh,Margin of Error; Asia: - South Central Asia: - Bangladesh,Estimate; Asia: - South Central Asia: - India,Margin of Error; Asia: - South Central Asia: - India,Estimate; Asia: - South Central Asia: - Iran,Margin of Error; Asia: - South Central Asia: - Iran,Estimate; Asia: - South Central Asia: - Kazakhstan,Margin of Error; Asia: - South Central Asia: - Kazakhstan,Estimate; Asia: - South Central Asia: - Nepal,Margin of Error; Asia: - South Central Asia: - Nepal,Estimate; Asia: - South Central Asia: - Pakistan,Margin of Error; Asia: - South Central Asia: - Pakistan,Estimate; Asia: - South Central Asia: - Sri Lanka,Margin of Error; Asia: - South Central Asia: - Sri Lanka,Estimate; Asia: - South Central Asia: - Uzbekistan,Margin of Error; Asia: - South Central Asia: - Uzbekistan,Estimate; Asia: - South Central Asia: - Other South Central Asia,Margin of Error; Asia: - South Central Asia: - Other South Central Asia,Estimate; Asia: - South Eastern Asia:,Margin of Error; Asia: - South Eastern Asia:,Estimate; Asia: - South Eastern Asia: - Cambodia,Margin of Error; Asia: - South Eastern Asia: - Cambodia,Estimate; Asia: - South Eastern Asia: - Indonesia,Margin of Error; Asia: - South Eastern Asia: - Indonesia,Estimate; Asia: - South Eastern Asia: - Laos,Margin of Error; Asia: - South Eastern Asia: - Laos,Estimate; Asia: - South Eastern Asia: - Malaysia,Margin of Error; Asia: - South Eastern Asia: - Malaysia,Estimate; Asia: - South Eastern Asia: - Burma,Margin of Error; Asia: - South Eastern Asia: - Burma,Estimate; Asia: - South Eastern Asia: - Philippines,Margin of Error; Asia: - South Eastern Asia: - Philippines,Estimate; Asia: - South Eastern Asia: - Singapore,Margin of Error; Asia: - South Eastern Asia: - Singapore,Estimate; Asia: - South Eastern Asia: - Thailand,Margin of Error; Asia: - South Eastern Asia: - Thailand,Estimate; Asia: - South Eastern Asia: - Vietnam,Margin of Error; Asia: - South Eastern Asia: - Vietnam,Estimate; Asia: - South Eastern Asia: - Other South Eastern Asia,Margin of Error; Asia: - South Eastern Asia: - Other South Eastern Asia,Estimate; Asia: - Western Asia:,Margin of Error; Asia: - Western Asia:,Estimate; Asia: - Western Asia: - Iraq,Margin of Error; Asia: - Western Asia: - Iraq,Estimate; Asia: - Western Asia: - Israel,Margin of Error; Asia: - Western Asia: - Israel,Estimate; Asia: - Western Asia: - Jordan,Margin of Error; Asia: - Western Asia: - Jordan,Estimate; Asia: - Western Asia: - Kuwait,Margin of Error; Asia: - Western Asia: - Kuwait,Estimate; Asia: - Western Asia: - Lebanon,Margin of Error; Asia: - Western Asia: - Lebanon,Estimate; Asia: - Western Asia: - Saudi Arabia,Margin of Error; Asia: - Western Asia: - Saudi Arabia,Estimate; Asia: - Western Asia: - Syria,Margin of Error; Asia: - Western Asia: - Syria,Estimate; Asia: - Western Asia: - Yemen,Margin of Error; Asia: - Western Asia: - Yemen,Estimate; Asia: - Western Asia: - Turkey,Margin of Error; Asia: - Western Asia: - Turkey,Estimate; Asia: - Western Asia: - Armenia,Margin of Error; Asia: - Western Asia: - Armenia,Estimate; Asia: - Western Asia: - Other Western Asia,Margin of Error; Asia: - Western Asia: - Other Western Asia,"Estimate; Asia: - Asia,n.e.c.","Margin of Error; Asia: - Asia,n.e.c.",Estimate; Africa:,Margin of Error; Africa:,Estimate; Africa: - Eastern Africa:,Margin of Error; Africa: - Eastern Africa:,Estimate; Africa: - Eastern Africa: - Eritrea,Margin of Error; Africa: - Eastern Africa: - Eritrea,Estimate; Africa: - Eastern Africa: - Ethiopia,Margin of Error; Africa: - Eastern Africa: - Ethiopia,Estimate; Africa: - Eastern Africa: - Kenya,Margin of Error; Africa: - Eastern Africa: - Kenya,Estimate; Africa: - Eastern Africa: - Other Eastern Africa,Margin of Error; Africa: - Eastern Africa: - Other Eastern Africa,Estimate; Africa: - Middle Africa:,Margin of Error; Africa: - Middle Africa:,Estimate; Africa: - Middle Africa: - Cameroon,Margin of Error; Africa: - Middle Africa: - Cameroon,Estimate; Africa: - Middle Africa: - Other Middle Africa,Margin of Error; Africa: - Middle Africa: - Other Middle Africa,Estimate; Africa: - Northern Africa:,Margin of Error; Africa: - Northern Africa:,Estimate; Africa: - Northern Africa: - Egypt,Margin of Error; Africa: - Northern Africa: - Egypt,Estimate; Africa: - Northern Africa: - Morocco,Margin of Error; Africa: - Northern Africa: - Morocco,Estimate; Africa: - Northern Africa: - Sudan,Margin of Error; Africa: - Northern Africa: - Sudan,Estimate; Africa: - Northern Africa: - Other Northern Africa,Margin of Error; Africa: - Northern Africa: - Other Northern Africa,Estimate; Africa: - Southern Africa:,Margin of Error; Africa: - Southern Africa:,Estimate; Africa: - Southern Africa: - South Africa,Margin of Error; Africa: - Southern Africa: - South Africa,Estimate; Africa: - Southern Africa: - Other Southern Africa,Margin of Error; Africa: - Southern Africa: - Other Southern Africa,Estimate; Africa: - Western Africa:,Margin of Error; Africa: - Western Africa:,Estimate; Africa: - Western Africa: - Cabo Verde,Margin of Error; Africa: - Western Africa: - Cabo Verde,Estimate; Africa: - Western Africa: - Ghana,Margin of Error; Africa: - Western Africa: - Ghana,Estimate; Africa: - Western Africa: - Liberia,Margin of Error; Africa: - Western Africa: - Liberia,Estimate; Africa: - Western Africa: - Nigeria,Margin of Error; Africa: - Western Africa: - Nigeria,Estimate; Africa: - Western Africa: - Sierra Leone,Margin of Error; Africa: - Western Africa: - Sierra Leone,Estimate; Africa: - Western Africa: - Other Western Africa,Margin of Error; Africa: - Western Africa: - Other Western Africa,"Estimate; Africa: - Africa, n.e.c.","Margin of Error; Africa: - Africa, n.e.c.",Estimate; Oceania:,Margin of Error; Oceania:,Estimate; Oceania: - Australia and New Zealand Subregion:,Margin of Error; Oceania: - Australia and New Zealand Subregion:,Estimate; Oceania: - Australia and New Zealand Subregion: - Australia,Margin of Error; Oceania: - Australia and New Zealand Subregion: - Australia,Estimate; Oceania: - Australia and New Zealand Subregion: - Other Australian and New Zealand Subregion,Margin of Error; Oceania: - Australia and New Zealand Subregion: - Other Australian and New Zealand Subregion,Estimate; Oceania: - Fiji,Margin of Error; Oceania: - Fiji,"Estimate; Oceania: - Oceania, n.e.c.","Margin of Error; Oceania: - Oceania, n.e.c.",Estimate; Americas:,Margin of Error; Americas:,Estimate; Americas: - Latin America:,Margin of Error; Americas: - Latin America:,Estimate; Americas: - Latin America: - Caribbean:,Margin of Error; Americas: - Latin America: - Caribbean:,Estimate; Americas: - Latin America: - Caribbean: - Bahamas,Margin of Error; Americas: - Latin America: - Caribbean: - Bahamas,Estimate; Americas: - Latin America: - Caribbean: - Barbados,Margin of Error; Americas: - Latin America: - Caribbean: - Barbados,Estimate; Americas: - Latin America: - Caribbean: - Cuba,Margin of Error; Americas: - Latin America: - Caribbean: - Cuba,Estimate; Americas: - Latin America: - Caribbean: - Dominica,Margin of Error; Americas: - Latin America: - Caribbean: - Dominica,Estimate; Americas: - Latin America: - Caribbean: - Dominican Republic,Margin of Error; Americas: - Latin America: - Caribbean: - Dominican Republic,Estimate; Americas: - Latin America: - Caribbean: - Grenada,Margin of Error; Americas: - Latin America: - Caribbean: - Grenada,Estimate; Americas: - Latin America: - Caribbean: - Haiti,Margin of Error; Americas: - Latin America: - Caribbean: - Haiti,Estimate; Americas: - Latin America: - Caribbean: - Jamaica,Margin of Error; Americas: - Latin America: - Caribbean: - Jamaica,Estimate; Americas: - Latin America: - Caribbean: - St. Vincent and the Grenadines,Margin of Error; Americas: - Latin America: - Caribbean: - St. Vincent and the Grenadines,Estimate; Americas: - Latin America: - Caribbean: - Trinidad and Tobago,Margin of Error; Americas: - Latin America: - Caribbean: - Trinidad and Tobago,Estimate; Americas: - Latin America: - Caribbean: - West Indies,Margin of Error; Americas: - Latin America: - Caribbean: - West Indies,Estimate; Americas: - Latin America: - Caribbean: - Other Caribbean,Margin of Error; Americas: - Latin America: - Caribbean: - Other Caribbean,Estimate; Americas: - Latin America: - Central America:,Margin of Error; Americas: - Latin America: - Central America:,Estimate; Americas: - Latin America: - Central America: - Mexico,Margin of Error; Americas: - Latin America: - Central America: - Mexico,Estimate; Americas: - Latin America: - Central America: - Belize,Margin of Error; Americas: - Latin America: - Central America: - Belize,Estimate; Americas: - Latin America: - Central America: - Costa Rica,Margin of Error; Americas: - Latin America: - Central America: - Costa Rica,Estimate; Americas: - Latin America: - Central America: - El Salvador,Margin of Error; Americas: - Latin America: - Central America: - El Salvador,Estimate; Americas: - Latin America: - Central America: - Guatemala,Margin of Error; Americas: - Latin America: - Central America: - Guatemala,Estimate; Americas: - Latin America: - Central America: - Honduras,Margin of Error; Americas: - Latin America: - Central America: - Honduras,Estimate; Americas: - Latin America: - Central America: - Nicaragua,Margin of Error; Americas: - Latin America: - Central America: - Nicaragua,Estimate; Americas: - Latin America: - Central America: - Panama,Margin of Error; Americas: - Latin America: - Central America: - Panama,Estimate; Americas: - Latin America: - Central America: - Other Central America,Margin of Error; Americas: - Latin America: - Central America: - Other Central America,Estimate; Americas: - Latin America: - South America:,Margin of Error; Americas: - Latin America: - South America:,Estimate; Americas: - Latin America: - South America: - Argentina,Margin of Error; Americas: - Latin America: - South America: - Argentina,Estimate; Americas: - Latin America: - South America: - Bolivia,Margin of Error; Americas: - Latin America: - South America: - Bolivia,Estimate; Americas: - Latin America: - South America: - Brazil,Margin of Error; Americas: - Latin America: - South America: - Brazil,Estimate; Americas: - Latin America: - South America: - Chile,Margin of Error; Americas: - Latin America: - South America: - Chile,Estimate; Americas: - Latin America: - South America: - Colombia,Margin of Error; Americas: - Latin America: - South America: - Colombia,Estimate; Americas: - Latin America: - South America: - Ecuador,Margin of Error; Americas: - Latin America: - South America: - Ecuador,Estimate; Americas: - Latin America: - South America: - Guyana,Margin of Error; Americas: - Latin America: - South America: - Guyana,Estimate; Americas: - Latin America: - South America: - Peru,Margin of Error; Americas: - Latin America: - South America: - Peru,Estimate; Americas: - Latin America: - South America: - Uruguay,Margin of Error; Americas: - Latin America: - South America: - Uruguay,Estimate; Americas: - Latin America: - South America: - Venezuela,Margin of Error; Americas: - Latin America: - South America: - Venezuela,Estimate; Americas: - Latin America: - South America: - Other South America,Margin of Error; Americas: - Latin America: - South America: - Other South America,Estimate; Americas: - Northern America:,Margin of Error; Americas: - Northern America:,Estimate; Americas: - Northern America: - Canada,Margin of Error; Americas: - Northern America: - Canada,Estimate; Americas: - Northern America: - Other Northern America,Margin of Error; Americas: - Northern America: - Other Northern America
0100000US,,United States,41056445,102782,4813466,18712,939097,7442,683726,6342,281122,4092,338237,4713,64367,1880,128301,2535,28990,1586,26148,1445,46878,1875,25054,1307,963565,6270,46868,1391,32506,1386,163260,3367,595502,4337,83318,1808,39717,1777,2394,325,780560,7812,135269,2949,360042,4653,183485,4071,23229,1350,94949,2776,6815,710,2120738,16925,80695,3824,54056,2063,65766,2550,42800,2019,69083,2108,72903,1996,23087,1222,36164,1885,24825,1873,37241,1779,445821,5779,159028,3846,388657,5687,337909,5800,118090,4220,33073,1792,131540,3341,9506,732,11999010,32420,3765301,15561,2338405,12355,1754753,10980,217357,4617,366295,5468,332355,5193,1082307,9866,12234,1164,3189119,21068,62817,3423,186882,5028,1988733,16296,362185,6153,24636,1459,84717,3401,326526,6759,46419,2170,50795,2529,55409,2827,4033482,18310,162934,4807,95683,3332,192270,4140,64590,2279,109517,3927,1865271,12285,30522,1353,237860,4311,1273982,11525,853,231,966156,13344,182644,5994,129392,3756,63925,2300,25735,1440,119402,3303,69669,3441,72221,3382,40731,2273,105955,2911,85257,3296,71225,2392,44952,2093,1742620,15763,515068,8194,30948,1837,188061,4963,105453,3923,190606,5242,94588,4366,42426,2834,52162,3187,303910,6458,160875,4334,64844,2560,40429,2395,37762,1803,91372,2552,87575,2643,3797,606,626860,9002,35293,1865,136967,3997,74737,3495,238599,6772,36584,2611,104680,3642,110822,4593,232632,4258,107983,3018,77806,2476,30177,1528,41210,2041,83439,3050,22268717,67834,21448989,67927,3874901,18413,32270,1598,53720,1996,1128324,9454,28274,2071,942123,9331,32021,1827,597650,10181,697215,8654,22804,1501,232105,4859,30618,1554,77777,2449,14788514,65043,11636547,53025,47957,2168,82321,3200,1255177,13436,871315,9856,532717,9629,249712,6057,103497,3354,9271,1270,2785574,19446,175979,4545,78994,3281,334511,6423,95142,2954,680215,9326,431116,7591,264719,5502,436222,8599,47729,2786,200242,5434,40705,2101,819728,8088,812073,7919,7655,730
