GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - With cash public assistance or Food Stamps/SNAP,Margin of Error; Total: - With cash public assistance or Food Stamps/SNAP,Estimate; Total: - No cash public assistance or Food Stamps/SNAP,Margin of Error; Total: - No cash public assistance or Food Stamps/SNAP
0100000US,,United States,116211092,230463,15924496,22004,100286596,231673
