HD02_VD170,"Margin of Error; Female: - Retail trade: - Used merchandise, gift, novelty, and souvenir, and other miscellaneous stores"
HD01_VD171,Estimate; Female: - Retail trade: - Electronic shopping and mail-order houses
HD02_VD171,Margin of Error; Female: - Retail trade: - Electronic shopping and mail-order houses
HD01_VD172,Estimate; Female: - Retail trade: - Vending machine operators
HD02_VD172,Margin of Error; Female: - Retail trade: - Vending machine operators
HD01_VD173,Estimate; Female: - Retail trade: - Fuel dealers
HD02_VD173,Margin of Error; Female: - Retail trade: - Fuel dealers
HD01_VD174,Estimate; Female: - Retail trade: - Other direct selling establishments
HD02_VD174,Margin of Error; Female: - Retail trade: - Other direct selling establishments
HD01_VD175,"Estimate; Female: - Transportation and warehousing, and utilities:"
HD02_VD175,"Margin of Error; Female: - Transportation and warehousing, and utilities:"
HD01_VD176,"Estimate; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing:"
HD02_VD176,"Margin of Error; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing:"
HD01_VD177,"Estimate; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing: - Air transportation"
HD02_VD177,"Margin of Error; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing: - Air transportation"
HD01_VD178,"Estimate; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing: - Rail transportation"
HD02_VD178,"Margin of Error; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing: - Rail transportation"
HD01_VD179,"Estimate; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing: - Water transportation"
HD02_VD179,"Margin of Error; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing: - Water transportation"
HD01_VD180,"Estimate; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing: - Truck transportation"
HD02_VD180,"Margin of Error; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing: - Truck transportation"
HD01_VD181,"Estimate; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing: - U. S. Postal service"
HD02_VD181,"Margin of Error; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing: - U. S. Postal service"
HD01_VD182,"Estimate; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing: - Other transportation, and support activities, and couriers"
HD02_VD182,"Margin of Error; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing: - Other transportation, and support activities, and couriers"
HD01_VD183,"Estimate; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing: - Warehousing and storage"
HD02_VD183,"Margin of Error; Female: - Transportation and warehousing, and utilities: - Transportation and warehousing: - Warehousing and storage"
HD01_VD184,"Estimate; Female: - Transportation and warehousing, and utilities: - Utilities"
HD02_VD184,"Margin of Error; Female: - Transportation and warehousing, and utilities: - Utilities"
HD01_VD185,Estimate; Female: - Information:
HD02_VD185,Margin of Error; Female: - Information:
HD01_VD186,"Estimate; Female: - Information: - Publishing, and motion picture and sound recording industries"
HD02_VD186,"Margin of Error; Female: - Information: - Publishing, and motion picture and sound recording industries"
HD01_VD187,"Estimate; Female: - Information: - Broadcasting, internet publishing, and telecommunications services"
HD02_VD187,"Margin of Error; Female: - Information: - Broadcasting, internet publishing, and telecommunications services"
HD01_VD188,"Estimate; Female: - Information: - Data processing, libraries, and other information services"
HD02_VD188,"Margin of Error; Female: - Information: - Data processing, libraries, and other information services"
HD01_VD189,"Estimate; Female: - Finance and insurance, and real estate and rental and leasing:"
HD02_VD189,"Margin of Error; Female: - Finance and insurance, and real estate and rental and leasing:"
HD01_VD190,"Estimate; Female: - Finance and insurance, and real estate and rental and leasing: - Finance and insurance"
HD02_VD190,"Margin of Error; Female: - Finance and insurance, and real estate and rental and leasing: - Finance and insurance"
HD01_VD191,"Estimate; Female: - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing"
HD02_VD191,"Margin of Error; Female: - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing"
HD01_VD192,"Estimate; Female: - Professional, scientific, and management, and administrative and waste management services:"
HD02_VD192,"Margin of Error; Female: - Professional, scientific, and management, and administrative and waste management services:"
HD01_VD193,"Estimate; Female: - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services"
HD02_VD193,"Margin of Error; Female: - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services"
HD01_VD194,"Estimate; Female: - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises"
HD02_VD194,"Margin of Error; Female: - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises"
HD01_VD195,"Estimate; Female: - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services"
HD02_VD195,"Margin of Error; Female: - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services"
HD01_VD196,"Estimate; Female: - Educational services, and health care and social assistance:"
HD02_VD196,"Margin of Error; Female: - Educational services, and health care and social assistance:"
HD01_VD197,"Estimate; Female: - Educational services, and health care and social assistance: - Educational services"
HD02_VD197,"Margin of Error; Female: - Educational services, and health care and social assistance: - Educational services"
HD01_VD198,"Estimate; Female: - Educational services, and health care and social assistance: - Health care and social assistance:"
HD02_VD198,"Margin of Error; Female: - Educational services, and health care and social assistance: - Health care and social assistance:"
HD01_VD199,"Estimate; Female: - Educational services, and health care and social assistance: - Health care and social assistance: - Health care"
HD02_VD199,"Margin of Error; Female: - Educational services, and health care and social assistance: - Health care and social assistance: - Health care"
HD01_VD200,"Estimate; Female: - Educational services, and health care and social assistance: - Health care and social assistance: - Social assistance"
HD02_VD200,"Margin of Error; Female: - Educational services, and health care and social assistance: - Health care and social assistance: - Social assistance"
HD01_VD201,"Estimate; Female: - Arts, entertainment, and recreation, and accommodation and food services:"
HD02_VD201,"Margin of Error; Female: - Arts, entertainment, and recreation, and accommodation and food services:"
HD01_VD202,"Estimate; Female: - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HD02_VD202,"Margin of Error; Female: - Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HD01_VD203,"Estimate; Female: - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HD02_VD203,"Margin of Error; Female: - Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HD01_VD204,"Estimate; Female: - Other services, except public administration:"
HD02_VD204,"Margin of Error; Female: - Other services, except public administration:"
HD01_VD205,"Estimate; Female: - Other services, except public administration: - Repair and maintenance"
HD02_VD205,"Margin of Error; Female: - Other services, except public administration: - Repair and maintenance"
HD01_VD206,"Estimate; Female: - Other services, except public administration: - Personal and laundry services"
HD02_VD206,"Margin of Error; Female: - Other services, except public administration: - Personal and laundry services"
HD01_VD207,"Estimate; Female: - Other services, except public administration: - Religious, grantmaking, civic, professional, and similar organizations"
HD02_VD207,"Margin of Error; Female: - Other services, except public administration: - Religious, grantmaking, civic, professional, and similar organizations"
HD01_VD208,"Estimate; Female: - Other services, except public administration: - Private households"
HD02_VD208,"Margin of Error; Female: - Other services, except public administration: - Private households"
HD01_VD209,Estimate; Female: - Public administration
HD02_VD209,Margin of Error; Female: - Public administration
